date,product_id,stock_on_hand
2023-01-05,PROD_0038,14
2023-01-05,PROD_0039,100
2023-01-05,PROD_0040,14
2023-01-05,PROD_0041,44
2023-01-05,PROD_0042,99
2023-01-05,PROD_0043,40
2023-01-05,PROD_0044,56
2023-01-05,PROD_0045,21
2023-01-05,PROD_0046,67
2023-01-05,PROD_0047,0
2023-01-05,PROD_0048,55
2023-01-05,PROD_0049,81
2023-01-05,PROD_0050,85
2023-01-06,PROD_0001,62
2023-01-06,PROD_0002,5
2023-01-06,PROD_0003,59
2023-01-06,PROD_0004,3
2023-01-06,PROD_0005,69
2023-01-06,PROD_0006,0
2023-01-06,PROD_0007,38
2023-01-06,PROD_0008,36
2023-01-06,PROD_0009,91
2023-01-06,PROD_0010,31
2023-01-06,PROD_0011,78
2023-01-06,PROD_0012,97
2023-01-06,PROD_0013,97
2023-01-06,PROD_0014,12
2023-01-06,PROD_0015,33
2023-01-06,PROD_0016,71
2023-01-06,PROD_0017,58
2023-01-06,PROD_0018,80
2023-01-06,PROD_0019,4
2023-01-06,PROD_0020,82
2023-01-06,PROD_0021,71
2023-01-06,PROD_0022,28
2023-01-06,PROD_0023,0
2023-01-06,PROD_0024,44
2023-01-06,PROD_0025,71
2023-01-06,PROD_0026,3
2023-01-06,PROD_0027,29
2023-01-06,PROD_0028,74
2023-01-06,PROD_0029,85
2023-01-06,PROD_0030,28
2023-01-06,PROD_0031,79
2023-01-06,PROD_0032,91
2023-01-06,PROD_0033,30
2023-01-06,PROD_0034,51
2023-01-06,PROD_0035,1
2023-01-06,PROD_0036,42
2023-01-06,PROD_0037,44
2023-01-06,PROD_0038,100
2023-01-06,PROD_0039,73
2023-01-06,PROD_0040,98
2023-01-06,PROD_0041,0
2023-01-06,PROD_0042,23
2023-01-06,PROD_0043,94
2023-01-06,PROD_0044,0
2023-01-06,PROD_0045,55
2023-01-06,PROD_0046,6
2023-01-06,PROD_0047,45
2023-01-06,PROD_0048,66
2023-01-06,PROD_0049,69
2023-01-06,PROD_0050,48
2023-01-07,PROD_0001,6
2023-01-07,PROD_0002,53
2023-01-07,PROD_0003,29
2023-01-07,PROD_0004,34
2023-01-07,PROD_0005,5
2023-01-07,PROD_0006,40
2023-01-07,PROD_0007,53
2023-01-07,PROD_0008,28
2023-01-07,PROD_0009,71
2023-01-07,PROD_0010,75
2023-01-07,PROD_0011,7
2023-01-07,PROD_0012,28
2023-01-07,PROD_0013,65
2023-01-07,PROD_0014,61
2023-01-07,PROD_0015,78
2023-01-07,PROD_0016,81
2023-01-07,PROD_0017,50
2023-01-07,PROD_0018,38
2023-01-07,PROD_0019,63
2023-01-07,PROD_0020,23
2023-01-07,PROD_0021,1
2023-01-07,PROD_0022,86
2023-01-07,PROD_0023,95
2023-01-07,PROD_0024,32
2023-01-07,PROD_0025,38
2023-01-07,PROD_0026,98
2023-01-07,PROD_0027,0
2023-01-07,PROD_0028,90
2023-01-07,PROD_0029,14
2023-01-07,PROD_0030,43
2023-01-07,PROD_0031,50
2023-01-07,PROD_0032,41
2023-01-07,PROD_0033,40
2023-01-07,PROD_0034,74
2023-01-07,PROD_0035,49
2023-01-07,PROD_0036,63
2023-01-07,PROD_0037,48
2023-01-07,PROD_0038,0
2023-01-07,PROD_0039,47
2023-01-07,PROD_0040,30
2023-01-07,PROD_0041,27
2023-01-07,PROD_0042,18
2023-01-07,PROD_0043,43
2023-01-07,PROD_0044,37
2023-01-07,PROD_0045,28
2023-01-07,PROD_0046,41
2023-01-07,PROD_0047,17
2023-01-07,PROD_0048,28
2023-01-07,PROD_0049,0
2023-01-07,PROD_0050,0
2023-01-08,PROD_0001,77
2023-01-08,PROD_0002,23
2023-01-08,PROD_0003,88
2023-01-08,PROD_0004,11
2023-01-08,PROD_0005,12
2023-01-08,PROD_0006,20
2023-01-08,PROD_0007,16
2023-01-08,PROD_0008,0
2023-01-08,PROD_0009,59
2023-01-08,PROD_0010,98
2023-01-08,PROD_0011,15
2023-01-08,PROD_0012,30
2023-01-08,PROD_0013,51
2023-01-08,PROD_0014,26
2023-01-08,PROD_0015,0
2023-01-08,PROD_0016,16
2023-01-08,PROD_0017,96
2023-01-08,PROD_0018,0
2023-01-08,PROD_0019,29
2023-01-08,PROD_0020,64
2023-01-08,PROD_0021,0
2023-01-08,PROD_0022,45
2023-01-08,PROD_0023,0
2023-01-08,PROD_0024,53
2023-01-08,PROD_0025,74
2023-01-08,PROD_0026,0
2023-01-08,PROD_0027,82
2023-01-08,PROD_0028,47
2023-01-08,PROD_0029,62
2023-01-08,PROD_0030,10
2023-01-08,PROD_0031,0
2023-01-08,PROD_0032,2
2023-01-08,PROD_0033,74
2023-01-08,PROD_0034,55
2023-01-08,PROD_0035,18
2023-01-08,PROD_0036,43
2023-01-08,PROD_0037,91
2023-01-08,PROD_0038,89
2023-01-08,PROD_0039,65
2023-01-08,PROD_0040,45
2023-01-08,PROD_0041,39
2023-01-08,PROD_0042,0
2023-01-08,PROD_0043,79
2023-01-08,PROD_0044,18
2023-01-08,PROD_0045,36
2023-01-08,PROD_0046,44
2023-01-08,PROD_0047,27
2023-01-08,PROD_0048,29
2023-01-08,PROD_0049,49
2023-01-08,PROD_0050,59
2023-01-09,PROD_0001,100
2023-01-09,PROD_0002,9
2023-01-09,PROD_0003,48
2023-01-09,PROD_0004,93
2023-01-09,PROD_0005,31
2023-01-09,PROD_0006,100
2023-01-09,PROD_0007,78
2023-01-09,PROD_0008,96
2023-01-09,PROD_0009,86
2023-01-09,PROD_0010,13
2023-01-09,PROD_0011,85
2023-01-09,PROD_0012,63
2023-01-09,PROD_0013,53
2023-01-09,PROD_0014,43
2023-01-09,PROD_0015,22
2023-01-09,PROD_0016,82
2023-01-09,PROD_0017,53
2023-01-09,PROD_0018,3
2023-01-09,PROD_0019,20
2023-01-09,PROD_0020,89
2023-01-09,PROD_0021,61
2023-01-09,PROD_0022,52
2023-01-09,PROD_0023,92
2023-01-09,PROD_0024,19
2023-01-09,PROD_0025,8
2023-01-09,PROD_0026,50
2023-01-09,PROD_0027,70
2023-01-09,PROD_0028,56
2023-01-09,PROD_0029,0
2023-01-09,PROD_0030,61
2023-01-09,PROD_0031,26
2023-01-09,PROD_0032,17
2023-01-09,PROD_0033,87
2023-01-09,PROD_0034,69
2023-01-09,PROD_0035,19
2023-01-09,PROD_0036,17
2023-01-09,PROD_0037,81
2023-01-09,PROD_0038,36
2023-01-09,PROD_0039,47
2023-01-09,PROD_0040,63
2023-01-09,PROD_0041,36
2023-01-09,PROD_0042,77
2023-01-09,PROD_0043,2
2023-01-09,PROD_0044,0
2023-01-09,PROD_0045,31
2023-01-09,PROD_0046,43
2023-01-09,PROD_0047,31
2023-01-09,PROD_0048,68
2023-01-09,PROD_0049,89
2023-01-09,PROD_0050,31
2023-01-10,PROD_0001,9
2023-01-10,PROD_0002,33
2023-01-10,PROD_0003,76
2023-01-10,PROD_0004,64
2023-01-10,PROD_0005,48
2023-01-10,PROD_0006,16
2023-01-10,PROD_0007,96
2023-01-10,PROD_0008,91
2023-01-10,PROD_0009,62
2023-01-10,PROD_0010,25
2023-01-10,PROD_0011,63
2023-01-10,PROD_0012,72
2023-01-10,PROD_0013,43
2023-01-10,PROD_0014,67
2023-01-10,PROD_0015,12
2023-01-10,PROD_0016,35
2023-01-10,PROD_0017,3
2023-01-10,PROD_0018,45
2023-01-10,PROD_0019,54
2023-01-10,PROD_0020,23
2023-01-10,PROD_0021,28
2023-01-10,PROD_0022,47
2023-01-10,PROD_0023,18
2023-01-10,PROD_0024,35
2023-01-10,PROD_0025,44
2023-01-10,PROD_0026,31
2023-01-10,PROD_0027,46
2023-01-10,PROD_0028,40
2023-01-10,PROD_0029,49
2023-01-10,PROD_0030,52
2023-01-10,PROD_0031,56
2023-01-10,PROD_0032,75
2023-01-10,PROD_0033,21
2023-01-10,PROD_0034,73
2023-01-10,PROD_0035,47
2023-01-10,PROD_0036,2
2023-01-10,PROD_0037,80
2023-01-10,PROD_0038,0
2023-01-10,PROD_0039,74
2023-01-10,PROD_0040,72
2023-01-10,PROD_0041,49
2023-01-10,PROD_0042,42
2023-01-10,PROD_0043,18
2023-01-10,PROD_0044,6
2023-01-10,PROD_0045,98
2023-01-10,PROD_0046,57
2023-01-10,PROD_0047,91
2023-01-10,PROD_0048,76
2023-01-10,PROD_0049,94
2023-01-10,PROD_0050,2
2023-01-11,PROD_0001,74
2023-01-11,PROD_0002,32
2023-01-11,PROD_0003,34
2023-01-11,PROD_0004,9
2023-01-11,PROD_0005,14
2023-01-11,PROD_0006,100
2023-01-11,PROD_0007,0
2023-01-11,PROD_0008,100
2023-01-11,PROD_0009,63
2023-01-11,PROD_0010,88
2023-01-11,PROD_0011,89
2023-01-11,PROD_0012,89
2023-01-11,PROD_0013,0
2023-01-11,PROD_0014,63
2023-01-11,PROD_0015,59
2023-01-11,PROD_0016,17
2023-01-11,PROD_0017,66
2023-01-11,PROD_0018,83
2023-01-11,PROD_0019,3
2023-01-11,PROD_0020,83
2023-01-11,PROD_0021,17
2023-01-11,PROD_0022,57
2023-01-11,PROD_0023,18
2023-01-11,PROD_0024,24
2023-01-11,PROD_0025,93
2023-01-11,PROD_0026,88
2023-01-11,PROD_0027,72
2023-01-11,PROD_0028,34
2023-01-11,PROD_0029,91
2023-01-11,PROD_0030,62
2023-01-11,PROD_0031,93
2023-01-11,PROD_0032,50
2023-01-11,PROD_0033,80
2023-01-11,PROD_0034,17
2023-01-11,PROD_0035,100
2023-01-11,PROD_0036,66
2023-01-11,PROD_0037,0
2023-01-11,PROD_0038,17
2023-01-11,PROD_0039,19
2023-01-11,PROD_0040,0
2023-01-11,PROD_0041,6
2023-01-11,PROD_0042,92
2023-01-11,PROD_0043,37
2023-01-11,PROD_0044,34
2023-01-11,PROD_0045,32
2023-01-11,PROD_0046,69
2023-01-11,PROD_0047,96
2023-01-11,PROD_0048,57
2023-01-11,PROD_0049,48
2023-01-11,PROD_0050,0
2023-01-12,PROD_0001,21
2023-01-12,PROD_0002,88
2023-01-12,PROD_0003,51
2023-01-12,PROD_0004,94
2023-01-12,PROD_0005,89
2023-01-12,PROD_0006,1
2023-01-12,PROD_0007,81
2023-01-12,PROD_0008,77
2023-01-12,PROD_0009,55
2023-01-12,PROD_0010,76
2023-01-12,PROD_0011,71
2023-01-12,PROD_0012,53
2023-01-12,PROD_0013,91
2023-01-12,PROD_0014,14
2023-01-12,PROD_0015,18
2023-01-12,PROD_0016,47
2023-01-12,PROD_0017,11
2023-01-12,PROD_0018,27
2023-01-12,PROD_0019,83
2023-01-12,PROD_0020,0
2023-01-12,PROD_0021,42
2023-01-12,PROD_0022,14
2023-01-12,PROD_0023,100
2023-01-12,PROD_0024,91
2023-01-12,PROD_0025,90
2023-01-12,PROD_0026,69
2023-01-12,PROD_0027,27
2023-01-12,PROD_0028,93
2023-01-12,PROD_0029,81
2023-01-12,PROD_0030,94
2023-01-12,PROD_0031,0
2023-01-12,PROD_0032,8
2023-01-12,PROD_0033,7
2023-01-12,PROD_0034,8
2023-01-12,PROD_0035,49
2023-01-12,PROD_0036,43
2023-01-12,PROD_0037,27
2023-01-12,PROD_0038,24
2023-01-12,PROD_0039,83
2023-01-12,PROD_0040,65
2023-01-12,PROD_0041,61
2023-01-12,PROD_0042,40
2023-01-12,PROD_0043,6
2023-01-12,PROD_0044,79
2023-01-12,PROD_0045,13
2023-01-12,PROD_0046,66
2023-01-12,PROD_0047,48
2023-01-12,PROD_0048,14
2023-01-12,PROD_0049,57
2023-01-12,PROD_0050,4
2023-01-13,PROD_0001,77
2023-01-13,PROD_0002,0
2023-01-13,PROD_0003,84
2023-01-13,PROD_0004,77
2023-01-13,PROD_0005,71
2023-01-13,PROD_0006,26
2023-01-13,PROD_0007,13
2023-01-13,PROD_0008,13
2023-01-13,PROD_0009,49
2023-01-13,PROD_0010,66
2023-01-13,PROD_0011,14
2023-01-13,PROD_0012,73
2023-01-13,PROD_0013,49
2023-01-13,PROD_0014,74
2023-01-13,PROD_0015,66
2023-01-13,PROD_0016,25
2023-01-13,PROD_0017,8
2023-01-13,PROD_0018,5
2023-01-13,PROD_0019,3
2023-01-13,PROD_0020,68
2023-01-13,PROD_0021,24
2023-01-13,PROD_0022,82
2023-01-13,PROD_0023,75
2023-01-13,PROD_0024,41
2023-01-13,PROD_0025,19
2023-01-13,PROD_0026,31
2023-01-13,PROD_0027,30
2023-01-13,PROD_0028,74
2023-01-13,PROD_0029,98
2023-01-13,PROD_0030,20
2023-01-13,PROD_0031,49
2023-01-13,PROD_0032,18
2023-01-13,PROD_0033,99
2023-01-13,PROD_0034,42
2023-01-13,PROD_0035,8
2023-01-13,PROD_0036,69
2023-01-13,PROD_0037,54
2023-01-13,PROD_0038,62
2023-01-13,PROD_0039,26
2023-01-13,PROD_0040,0
2023-01-13,PROD_0041,25
2023-01-13,PROD_0042,0
2023-01-13,PROD_0043,43
2023-01-13,PROD_0044,59
2023-01-13,PROD_0045,96
2023-01-13,PROD_0046,75
2023-01-13,PROD_0047,82
2023-01-13,PROD_0048,40
2023-01-13,PROD_0049,47
2023-01-13,PROD_0050,90
2023-01-14,PROD_0001,40
2023-01-14,PROD_0002,66
2023-01-14,PROD_0003,38
2023-01-14,PROD_0004,30
2023-01-14,PROD_0005,0
2023-01-14,PROD_0006,24
2023-01-14,PROD_0007,0
2023-01-14,PROD_0008,72
2023-01-14,PROD_0009,16
2023-01-14,PROD_0010,1
2023-01-14,PROD_0011,97
2023-01-14,PROD_0012,71
2023-01-14,PROD_0013,21
2023-01-14,PROD_0014,60
2023-01-14,PROD_0015,95
2023-01-14,PROD_0016,14
2023-01-14,PROD_0017,97
2023-01-14,PROD_0018,17
2023-01-14,PROD_0019,88
2023-01-14,PROD_0020,83
2023-01-14,PROD_0021,49
2023-01-14,PROD_0022,99
2023-01-14,PROD_0023,1
2023-01-14,PROD_0024,10
2023-01-14,PROD_0025,6
2023-01-14,PROD_0026,91
2023-01-14,PROD_0027,18
2023-01-14,PROD_0028,86
2023-01-14,PROD_0029,27
2023-01-14,PROD_0030,6
2023-01-14,PROD_0031,84
2023-01-14,PROD_0032,88
2023-01-14,PROD_0033,60
2023-01-14,PROD_0034,79
2023-01-14,PROD_0035,100
2023-01-14,PROD_0036,54
2023-01-14,PROD_0037,86
2023-01-14,PROD_0038,80
2023-01-14,PROD_0039,48
2023-01-14,PROD_0040,78
2023-01-14,PROD_0041,98
2023-01-14,PROD_0042,98
2023-01-14,PROD_0043,37
2023-01-14,PROD_0044,0
2023-01-14,PROD_0045,87
2023-01-14,PROD_0046,30
2023-01-14,PROD_0047,99
2023-01-14,PROD_0048,2
2023-01-14,PROD_0049,46
2023-01-14,PROD_0050,36
2023-01-15,PROD_0001,86
2023-01-15,PROD_0002,91
2023-01-15,PROD_0003,99
2023-01-15,PROD_0004,25
2023-01-15,PROD_0005,23
2023-01-15,PROD_0006,11
2023-01-15,PROD_0007,97
2023-01-15,PROD_0008,79
2023-01-15,PROD_0009,58
2023-01-15,PROD_0010,0
2023-01-15,PROD_0011,61
2023-01-15,PROD_0012,53
2023-01-15,PROD_0013,14
2023-01-15,PROD_0014,100
2023-01-15,PROD_0015,14
2023-01-15,PROD_0016,42
2023-01-15,PROD_0017,0
2023-01-15,PROD_0018,5
2023-01-15,PROD_0019,90
2023-01-15,PROD_0020,19
2023-01-15,PROD_0021,3
2023-01-15,PROD_0022,17
2023-01-15,PROD_0023,71
2023-01-15,PROD_0024,26
2023-01-15,PROD_0025,59
2023-01-15,PROD_0026,76
2023-01-15,PROD_0027,71
2023-01-15,PROD_0028,26
2023-01-15,PROD_0029,36
2023-01-15,PROD_0030,91
2023-01-15,PROD_0031,62
2023-01-15,PROD_0032,76
2023-01-15,PROD_0033,36
2023-01-15,PROD_0034,60
2023-01-15,PROD_0035,32
2023-01-15,PROD_0036,90
2023-01-15,PROD_0037,52
2023-01-15,PROD_0038,49
2023-01-15,PROD_0039,86
2023-01-15,PROD_0040,19
2023-01-15,PROD_0041,0
2023-01-15,PROD_0042,63
2023-01-15,PROD_0043,84
2023-01-15,PROD_0044,46
2023-01-15,PROD_0045,66
2023-01-15,PROD_0046,50
2023-01-15,PROD_0047,33
2023-01-15,PROD_0048,75
2023-01-15,PROD_0049,92
2023-01-15,PROD_0050,16
2023-01-16,PROD_0001,5
2023-01-16,PROD_0002,88
2023-01-16,PROD_0003,86
2023-01-16,PROD_0004,2
2023-01-16,PROD_0005,85
2023-01-16,PROD_0006,0
2023-01-16,PROD_0007,95
2023-01-16,PROD_0008,2
2023-01-16,PROD_0009,75
2023-01-16,PROD_0010,0
2023-01-16,PROD_0011,35
2023-01-16,PROD_0012,18
2023-01-16,PROD_0013,14
2023-01-16,PROD_0014,83
2023-01-16,PROD_0015,7
2023-01-16,PROD_0016,89
2023-01-16,PROD_0017,30
2023-01-16,PROD_0018,53
2023-01-16,PROD_0019,27
2023-01-16,PROD_0020,91
2023-01-16,PROD_0021,25
2023-01-16,PROD_0022,11
2023-01-16,PROD_0023,7
2023-01-16,PROD_0024,75
2023-01-16,PROD_0025,76
2023-01-16,PROD_0026,8
2023-01-16,PROD_0027,66
2023-01-16,PROD_0028,0
2023-01-16,PROD_0029,39
2023-01-16,PROD_0030,68
2023-01-16,PROD_0031,22
2023-01-16,PROD_0032,29
2023-01-16,PROD_0033,35
2023-01-16,PROD_0034,69
2023-01-16,PROD_0035,76
2023-01-16,PROD_0036,79
2023-01-16,PROD_0037,79
2023-01-16,PROD_0038,6
2023-01-16,PROD_0039,90
2023-01-16,PROD_0040,56
2023-01-16,PROD_0041,11
2023-01-16,PROD_0042,53
2023-01-16,PROD_0043,68
2023-01-16,PROD_0044,3
2023-01-16,PROD_0045,10
2023-01-16,PROD_0046,17
2023-01-16,PROD_0047,54
2023-01-16,PROD_0048,44
2023-01-16,PROD_0049,97
2023-01-16,PROD_0050,99
2023-01-17,PROD_0001,89
2023-01-17,PROD_0002,98
2023-01-17,PROD_0003,0
2023-01-17,PROD_0004,91
2023-01-17,PROD_0005,11
2023-01-17,PROD_0006,0
2023-01-17,PROD_0007,70
2023-01-17,PROD_0008,86
2023-01-17,PROD_0009,31
2023-01-17,PROD_0010,0
2023-01-17,PROD_0011,63
2023-01-17,PROD_0012,77
2023-01-17,PROD_0013,64
2023-01-17,PROD_0014,17
2023-01-17,PROD_0015,74
2023-01-17,PROD_0016,95
2023-01-17,PROD_0017,85
2023-01-17,PROD_0018,29
2023-01-17,PROD_0019,52
2023-01-17,PROD_0020,45
2023-01-17,PROD_0021,96
2023-01-17,PROD_0022,51
2023-01-17,PROD_0023,54
2023-01-17,PROD_0024,12
2023-01-17,PROD_0025,61
2023-01-17,PROD_0026,16
2023-01-17,PROD_0027,69
2023-01-17,PROD_0028,27
2023-01-17,PROD_0029,30
2023-01-17,PROD_0030,67
2023-01-17,PROD_0031,85
2023-01-17,PROD_0032,11
2023-01-17,PROD_0033,50
2023-01-17,PROD_0034,100
2023-01-17,PROD_0035,58
2023-01-17,PROD_0036,22
2023-01-17,PROD_0037,23
2023-01-17,PROD_0038,55
2023-01-17,PROD_0039,88
2023-01-17,PROD_0040,72
2023-01-17,PROD_0041,24
2023-01-17,PROD_0042,50
2023-01-17,PROD_0043,50
2023-01-17,PROD_0044,41
2023-01-17,PROD_0045,70
2023-01-17,PROD_0046,77
2023-01-17,PROD_0047,91
2023-01-17,PROD_0048,77
2023-01-17,PROD_0049,0
2023-01-17,PROD_0050,74
2023-01-18,PROD_0001,40
2023-01-18,PROD_0002,13
2023-01-18,PROD_0003,43
2023-01-18,PROD_0004,61
2023-01-18,PROD_0005,55
2023-01-18,PROD_0006,77
2023-01-18,PROD_0007,48
2023-01-18,PROD_0008,70
2023-01-18,PROD_0009,71
2023-01-18,PROD_0010,94
2023-01-18,PROD_0011,40
2023-01-18,PROD_0012,0
2023-01-18,PROD_0013,90
2023-01-18,PROD_0014,37
2023-01-18,PROD_0015,56
2023-01-18,PROD_0016,99
2023-01-18,PROD_0017,61
2023-01-18,PROD_0018,24
2023-01-18,PROD_0019,17
2023-01-18,PROD_0020,45
2023-01-18,PROD_0021,44
2023-01-18,PROD_0022,68
2023-01-18,PROD_0023,10
