date,product_id,quantity,revenue,profit,stock_on_hand,product_name,category,cost_price,selling_price,supplier_id
2023-01-01,PROD_0040,5.0,4196.35,1870.5000000000005,25,Home Appliances - Hear,Home Appliances,465.17,839.27,SUP_004
2023-01-01,PROD_0041,0.0,0.0,0.0,11,Clothing - Determine,Clothing,205.51,357.04,SUP_006
2023-01-01,PROD_0042,1.0,703.8,252.98999999999995,0,Toys - Religious,Toys,450.81,703.8,SUP_004
2023-01-01,PROD_0043,12.0,604.08,107.64000000000007,0,Home Appliances - Example,Home Appliances,41.37,50.34,SUP_009
2023-01-01,PROD_0044,2.0,719.44,122.7600000000001,60,Home Appliances - Science,Home Appliances,298.34,359.72,SUP_001
2023-01-01,PROD_0045,0.0,0.0,0.0,7,Home Appliances - Write,Home Appliances,43.03,52.72,SUP_006
2023-01-01,PROD_0046,0.0,0.0,0.0,21,Electronics - Result,Electronics,261.94,372.68,SUP_008
2023-01-01,PROD_0047,3.0,1463.25,640.5899999999999,98,Home Appliances - Raise,Home Appliances,274.22,487.75,SUP_010
2023-01-01,PROD_0048,5.0,2207.95,999.8999999999996,0,Books - Away,Books,241.61,441.59,SUP_007
2023-01-01,PROD_0049,3.0,291.29999999999995,122.63999999999999,68,Home Appliances - Politics,Home Appliances,56.22,97.1,SUP_006
2023-01-01,PROD_0050,0.0,0.0,0.0,61,Toys - Prove,Toys,211.44,399.85,SUP_001
2023-01-02,PROD_0001,8.0,646.96,226.16000000000003,91,Books - Surface,Books,52.6,80.87,SUP_001
2023-01-02,PROD_0002,0.0,0.0,0.0,0,Electronics - Animal,Electronics,117.13,187.91,SUP_001
2023-01-02,PROD_0003,3.0,554.3100000000001,232.02000000000004,49,Books - Show,Books,107.43,184.77,SUP_009
2023-01-02,PROD_0004,0.0,0.0,0.0,73,Toys - Machine,Toys,118.02,197.26,SUP_001
2023-01-02,PROD_0005,0.0,0.0,0.0,16,Home Appliances - Not,Home Appliances,352.09,518.35,SUP_003
2023-01-02,PROD_0006,4.0,2815.32,899.2000000000003,36,Home Appliances - Capital,Home Appliances,479.03,703.83,SUP_002
2023-01-02,PROD_0007,0.0,0.0,0.0,25,Toys - Win,Toys,57.39,107.78,SUP_010
2023-01-02,PROD_0008,2.0,1446.62,635.6399999999999,38,Clothing - Human,Clothing,405.49,723.31,SUP_009
2023-01-02,PROD_0009,3.0,2194.86,734.3700000000001,56,Electronics - Bar,Electronics,486.83,731.62,SUP_009
2023-01-02,PROD_0010,3.0,2117.2200000000003,867.9900000000002,41,Clothing - Old,Clothing,416.41,705.74,SUP_006
2023-01-02,PROD_0011,4.0,523.44,106.56000000000006,18,Books - Finally,Books,104.22,130.86,SUP_004
2023-01-02,PROD_0012,0.0,0.0,0.0,81,Clothing - Themselves,Clothing,492.76,928.49,SUP_002
2023-01-02,PROD_0013,0.0,0.0,0.0,89,Toys - Production,Toys,146.21,249.81,SUP_006
2023-01-02,PROD_0014,11.0,2879.25,773.9600000000002,96,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005
2023-01-02,PROD_0015,0.0,0.0,0.0,24,Electronics - Value,Electronics,308.47,412.4,SUP_004
2023-01-02,PROD_0016,3.0,1004.67,295.14,58,Home Appliances - Training,Home Appliances,236.51,334.89,SUP_009
2023-01-02,PROD_0017,3.0,1942.47,906.0900000000001,74,Home Appliances - High,Home Appliances,345.46,647.49,SUP_001
2023-01-02,PROD_0018,1.0,761.0,348.32,75,Home Appliances - Participant,Home Appliances,412.68,761.0,SUP_007
2023-01-02,PROD_0019,7.0,573.3699999999999,276.35999999999996,38,Clothing - Dark,Clothing,42.43,81.91,SUP_010
2023-01-02,PROD_0020,1.0,182.63,68.44,0,Clothing - Sea,Clothing,114.19,182.63,SUP_008
2023-01-02,PROD_0021,0.0,0.0,0.0,73,Home Appliances - Available,Home Appliances,139.79,195.33,SUP_009
2023-01-02,PROD_0022,0.0,0.0,0.0,85,Books - Answer,Books,138.74,231.37,SUP_010
2023-01-02,PROD_0023,3.0,1123.08,560.94,85,Toys - Recently,Toys,187.38,374.36,SUP_003
2023-01-02,PROD_0024,6.0,2726.64,1215.7199999999998,82,Books - Drive,Books,251.82,454.44,SUP_002
2023-01-02,PROD_0025,0.0,0.0,0.0,49,Home Appliances - Spring,Home Appliances,317.45,582.1,SUP_007
2023-01-02,PROD_0026,0.0,0.0,0.0,72,Books - Figure,Books,41.13,61.91,SUP_008
2023-01-02,PROD_0027,0.0,0.0,0.0,79,Books - Base,Books,133.19,218.78,SUP_001
2023-01-02,PROD_0028,2.0,1121.28,433.19999999999993,86,Electronics - Top,Electronics,344.04,560.64,SUP_005
2023-01-02,PROD_0029,5.0,500.4,177.10000000000002,0,Clothing - Early,Clothing,64.66,100.08,SUP_008
2023-01-02,PROD_0030,0.0,0.0,0.0,70,Electronics - Trial,Electronics,477.37,907.33,SUP_005
2023-01-02,PROD_0031,0.0,0.0,0.0,42,Books - Blood,Books,383.36,615.73,SUP_002
2023-01-02,PROD_0032,0.0,0.0,0.0,14,Clothing - Husband,Clothing,422.42,678.46,SUP_004
2023-01-02,PROD_0033,4.0,1027.36,254.4799999999999,0,Home Appliances - Fall,Home Appliances,193.22,256.84,SUP_009
2023-01-02,PROD_0034,0.0,0.0,0.0,13,Electronics - Long,Electronics,303.48,482.8,SUP_002
2023-01-02,PROD_0035,1.0,821.81,381.23999999999995,100,Clothing - Prove,Clothing,440.57,821.81,SUP_005
2023-01-02,PROD_0036,7.0,511.07000000000005,242.41000000000003,3,Home Appliances - They,Home Appliances,38.38,73.01,SUP_002
2023-01-02,PROD_0037,0.0,0.0,0.0,99,Electronics - His,Electronics,368.63,683.0,SUP_009
2023-01-02,PROD_0038,0.0,0.0,0.0,72,Home Appliances - Commercial,Home Appliances,72.91,115.21,SUP_009
2023-01-02,PROD_0039,0.0,0.0,0.0,93,Home Appliances - Hospital,Home Appliances,139.88,265.48,SUP_007
2023-01-02,PROD_0040,5.0,4196.35,1870.5000000000005,97,Home Appliances - Hear,Home Appliances,465.17,839.27,SUP_004
2023-01-02,PROD_0041,3.0,1071.1200000000001,454.59000000000015,24,Clothing - Determine,Clothing,205.51,357.04,SUP_006
2023-01-02,PROD_0042,0.0,0.0,0.0,34,Toys - Religious,Toys,450.81,703.8,SUP_004
2023-01-02,PROD_0043,0.0,0.0,0.0,27,Home Appliances - Example,Home Appliances,41.37,50.34,SUP_009
2023-01-02,PROD_0044,2.0,719.44,122.7600000000001,85,Home Appliances - Science,Home Appliances,298.34,359.72,SUP_001
2023-01-02,PROD_0045,2.0,105.44,19.379999999999995,61,Home Appliances - Write,Home Appliances,43.03,52.72,SUP_006
2023-01-02,PROD_0046,3.0,1118.04,332.22,26,Electronics - Result,Electronics,261.94,372.68,SUP_008
2023-01-02,PROD_0047,0.0,0.0,0.0,35,Home Appliances - Raise,Home Appliances,274.22,487.75,SUP_010
2023-01-02,PROD_0048,5.0,2207.95,999.8999999999996,12,Books - Away,Books,241.61,441.59,SUP_007
2023-01-02,PROD_0049,0.0,0.0,0.0,72,Home Appliances - Politics,Home Appliances,56.22,97.1,SUP_006
2023-01-02,PROD_0050,2.0,799.7,376.82000000000005,88,Toys - Prove,Toys,211.44,399.85,SUP_001
2023-01-03,PROD_0001,5.0,404.35,141.35000000000002,93,Books - Surface,Books,52.6,80.87,SUP_001
2023-01-03,PROD_0002,4.0,751.64,283.12,9,Electronics - Animal,Electronics,117.13,187.91,SUP_001
2023-01-03,PROD_0003,4.0,739.08,309.36,63,Books - Show,Books,107.43,184.77,SUP_009
2023-01-03,PROD_0004,0.0,0.0,0.0,4,Toys - Machine,Toys,118.02,197.26,SUP_001
2023-01-03,PROD_0005,3.0,1555.0500000000002,498.7800000000002,32,Home Appliances - Not,Home Appliances,352.09,518.35,SUP_003
2023-01-03,PROD_0006,0.0,0.0,0.0,11,Home Appliances - Capital,Home Appliances,479.03,703.83,SUP_002
2023-01-03,PROD_0007,8.0,862.24,403.12,1,Toys - Win,Toys,57.39,107.78,SUP_010
2023-01-03,PROD_0008,3.0,2169.93,953.4599999999998,74,Clothing - Human,Clothing,405.49,723.31,SUP_009
2023-01-03,PROD_0009,0.0,0.0,0.0,75,Electronics - Bar,Electronics,486.83,731.62,SUP_009
2023-01-03,PROD_0010,0.0,0.0,0.0,10,Clothing - Old,Clothing,416.41,705.74,SUP_006
2023-01-03,PROD_0011,0.0,0.0,0.0,6,Books - Finally,Books,104.22,130.86,SUP_004
2023-01-03,PROD_0012,9.0,8356.41,3921.5699999999997,83,Clothing - Themselves,Clothing,492.76,928.49,SUP_002
2023-01-03,PROD_0013,7.0,1748.67,725.2,20,Toys - Production,Toys,146.21,249.81,SUP_006
2023-01-03,PROD_0014,0.0,0.0,0.0,4,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005
2023-01-03,PROD_0015,2.0,824.8,207.8599999999999,71,Electronics - Value,Electronics,308.47,412.4,SUP_004
2023-01-03,PROD_0016,2.0,669.78,196.76,53,Home Appliances - Training,Home Appliances,236.51,334.89,SUP_009
2023-01-03,PROD_0017,1.0,647.49,302.03000000000003,15,Home Appliances - High,Home Appliances,345.46,647.49,SUP_001
2023-01-03,PROD_0018,3.0,2283.0,1044.96,69,Home Appliances - Participant,Home Appliances,412.68,761.0,SUP_007
2023-01-03,PROD_0019,0.0,0.0,0.0,95,Clothing - Dark,Clothing,42.43,81.91,SUP_010
2023-01-03,PROD_0020,0.0,0.0,0.0,79,Clothing - Sea,Clothing,114.19,182.63,SUP_008
2023-01-03,PROD_0021,0.0,0.0,0.0,31,Home Appliances - Available,Home Appliances,139.79,195.33,SUP_009
2023-01-03,PROD_0022,1.0,231.37,92.63,15,Books - Answer,Books,138.74,231.37,SUP_010
2023-01-03,PROD_0023,8.0,2994.88,1495.8400000000001,98,Toys - Recently,Toys,187.38,374.36,SUP_003
2023-01-03,PROD_0024,4.0,1817.76,810.48,64,Books - Drive,Books,251.82,454.44,SUP_002
2023-01-03,PROD_0025,6.0,3492.6,1587.9,42,Home Appliances - Spring,Home Appliances,317.45,582.1,SUP_007
2023-01-03,PROD_0026,8.0,495.28,166.23999999999992,33,Books - Figure,Books,41.13,61.91,SUP_008
2023-01-03,PROD_0027,7.0,1531.46,599.1300000000001,7,Books - Base,Books,133.19,218.78,SUP_001
2023-01-03,PROD_0028,8.0,4485.12,1732.7999999999997,25,Electronics - Top,Electronics,344.04,560.64,SUP_005
2023-01-03,PROD_0029,0.0,0.0,0.0,7,Clothing - Early,Clothing,64.66,100.08,SUP_008
2023-01-03,PROD_0030,0.0,0.0,0.0,72,Electronics - Trial,Electronics,477.37,907.33,SUP_005
2023-01-03,PROD_0031,2.0,1231.46,464.74,12,Books - Blood,Books,383.36,615.73,SUP_002
2023-01-03,PROD_0032,0.0,0.0,0.0,75,Clothing - Husband,Clothing,422.42,678.46,SUP_004
2023-01-03,PROD_0033,1.0,256.84,63.619999999999976,69,Home Appliances - Fall,Home Appliances,193.22,256.84,SUP_009
2023-01-03,PROD_0034,0.0,0.0,0.0,10,Electronics - Long,Electronics,303.48,482.8,SUP_002
2023-01-03,PROD_0035,2.0,1643.62,762.4799999999999,61,Clothing - Prove,Clothing,440.57,821.81,SUP_005
2023-01-03,PROD_0036,0.0,0.0,0.0,89,Home Appliances - They,Home Appliances,38.38,73.01,SUP_002
2023-01-03,PROD_0037,0.0,0.0,0.0,63,Electronics - His,Electronics,368.63,683.0,SUP_009
2023-01-03,PROD_0038,0.0,0.0,0.0,17,Home Appliances - Commercial,Home Appliances,72.91,115.21,SUP_009
2023-01-03,PROD_0039,0.0,0.0,0.0,12,Home Appliances - Hospital,Home Appliances,139.88,265.48,SUP_007
2023-01-03,PROD_0040,3.0,2517.81,1122.3,39,Home Appliances - Hear,Home Appliances,465.17,839.27,SUP_004
2023-01-03,PROD_0041,0.0,0.0,0.0,2,Clothing - Determine,Clothing,205.51,357.04,SUP_006
2023-01-03,PROD_0042,0.0,0.0,0.0,38,Toys - Religious,Toys,450.81,703.8,SUP_004
2023-01-03,PROD_0043,1.0,50.34,8.970000000000006,85,Home Appliances - Example,Home Appliances,41.37,50.34,SUP_009
2023-01-03,PROD_0044,0.0,0.0,0.0,20,Home Appliances - Science,Home Appliances,298.34,359.72,SUP_001
2023-01-03,PROD_0045,1.0,52.72,9.689999999999998,66,Home Appliances - Write,Home Appliances,43.03,52.72,SUP_006
2023-01-03,PROD_0046,0.0,0.0,0.0,83,Electronics - Result,Electronics,261.94,372.68,SUP_008
2023-01-03,PROD_0047,6.0,2926.5,1281.1799999999998,11,Home Appliances - Raise,Home Appliances,274.22,487.75,SUP_010
2023-01-03,PROD_0048,5.0,2207.95,999.8999999999999,68,Books - Away,Books,241.61,441.59,SUP_007
2023-01-03,PROD_0049,0.0,0.0,0.0,80,Home Appliances - Politics,Home Appliances,56.22,97.1,SUP_006
2023-01-03,PROD_0050,8.0,3198.8,1507.2800000000002,17,Toys - Prove,Toys,211.44,399.85,SUP_001
2023-01-04,PROD_0001,0.0,0.0,0.0,89,Books - Surface,Books,52.6,80.87,SUP_001
2023-01-04,PROD_0002,0.0,0.0,0.0,77,Electronics - Animal,Electronics,117.13,187.91,SUP_001
2023-01-04,PROD_0003,2.0,369.54,154.68,55,Books - Show,Books,107.43,184.77,SUP_009
2023-01-04,PROD_0004,0.0,0.0,0.0,65,Toys - Machine,Toys,118.02,197.26,SUP_001
2023-01-04,PROD_0005,0.0,0.0,0.0,48,Home Appliances - Not,Home Appliances,352.09,518.35,SUP_003
2023-01-04,PROD_0006,0.0,0.0,0.0,54,Home Appliances - Capital,Home Appliances,479.03,703.83,SUP_002
2023-01-04,PROD_0007,0.0,0.0,0.0,9,Toys - Win,Toys,57.39,107.78,SUP_010
2023-01-04,PROD_0008,0.0,0.0,0.0,100,Clothing - Human,Clothing,405.49,723.31,SUP_009
2023-01-04,PROD_0009,0.0,0.0,0.0,4,Electronics - Bar,Electronics,486.83,731.62,SUP_009
2023-01-04,PROD_0010,1.0,705.74,289.33,63,Clothing - Old,Clothing,416.41,705.74,SUP_006
2023-01-04,PROD_0011,0.0,0.0,0.0,14,Books - Finally,Books,104.22,130.86,SUP_004
2023-01-04,PROD_0012,0.0,0.0,0.0,48,Clothing - Themselves,Clothing,492.76,928.49,SUP_002
2023-01-04,PROD_0013,8.0,1998.48,828.8,73,Toys - Production,Toys,146.21,249.81,SUP_006
2023-01-04,PROD_0014,4.0,1047.0,281.44000000000005,21,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005
2023-01-04,PROD_0015,2.0,824.8,207.8599999999999,19,Electronics - Value,Electronics,308.47,412.4,SUP_004
2023-01-04,PROD_0016,2.0,669.78,196.76,36,Home Appliances - Training,Home Appliances,236.51,334.89,SUP_009
2023-01-04,PROD_0017,0.0,0.0,0.0,9,Home Appliances - High,Home Appliances,345.46,647.49,SUP_001
2023-01-04,PROD_0018,0.0,0.0,0.0,10,Home Appliances - Participant,Home Appliances,412.68,761.0,SUP_007
2023-01-04,PROD_0019,5.0,409.54999999999995,197.39999999999995,27,Clothing - Dark,Clothing,42.43,81.91,SUP_010
2023-01-04,PROD_0020,11.0,2008.9299999999998,752.8399999999999,52,Clothing - Sea,Clothing,114.19,182.63,SUP_008
2023-01-04,PROD_0021,4.0,781.32,222.16000000000008,55,Home Appliances - Available,Home Appliances,139.79,195.33,SUP_009
2023-01-04,PROD_0022,1.0,231.37,92.63,23,Books - Answer,Books,138.74,231.37,SUP_010
2023-01-04,PROD_0023,0.0,0.0,0.0,52,Toys - Recently,Toys,187.38,374.36,SUP_003
2023-01-04,PROD_0024,0.0,0.0,0.0,44,Books - Drive,Books,251.82,454.44,SUP_002
2023-01-04,PROD_0025,0.0,0.0,0.0,41,Home Appliances - Spring,Home Appliances,317.45,582.1,SUP_007
2023-01-04,PROD_0026,0.0,0.0,0.0,83,Books - Figure,Books,41.13,61.91,SUP_008
2023-01-04,PROD_0027,0.0,0.0,0.0,39,Books - Base,Books,133.19,218.78,SUP_001
2023-01-04,PROD_0028,0.0,0.0,0.0,0,Electronics - Top,Electronics,344.04,560.64,SUP_005
2023-01-04,PROD_0029,2.0,200.16,70.84,46,Clothing - Early,Clothing,64.66,100.08,SUP_008
2023-01-04,PROD_0030,8.0,7258.64,3439.6800000000003,92,Electronics - Trial,Electronics,477.37,907.33,SUP_005
2023-01-04,PROD_0031,5.0,3078.65,1161.85,90,Books - Blood,Books,383.36,615.73,SUP_002
2023-01-04,PROD_0032,4.0,2713.84,1024.16,69,Clothing - Husband,Clothing,422.42,678.46,SUP_004
2023-01-04,PROD_0033,4.0,1027.36,254.4799999999999,78,Home Appliances - Fall,Home Appliances,193.22,256.84,SUP_009
2023-01-04,PROD_0034,0.0,0.0,0.0,67,Electronics - Long,Electronics,303.48,482.8,SUP_002
2023-01-04,PROD_0035,0.0,0.0,0.0,45,Clothing - Prove,Clothing,440.57,821.81,SUP_005
2023-01-04,PROD_0036,3.0,219.03000000000003,103.89000000000001,77,Home Appliances - They,Home Appliances,38.38,73.01,SUP_002
2023-01-04,PROD_0037,0.0,0.0,0.0,72,Electronics - His,Electronics,368.63,683.0,SUP_009
2023-01-04,PROD_0038,5.0,576.05,211.5,76,Home Appliances - Commercial,Home Appliances,72.91,115.21,SUP_009
2023-01-04,PROD_0039,0.0,0.0,0.0,7,Home Appliances - Hospital,Home Appliances,139.88,265.48,SUP_007
2023-01-04,PROD_0040,5.0,4196.35,1870.5000000000005,0,Home Appliances - Hear,Home Appliances,465.17,839.27,SUP_004
2023-01-04,PROD_0041,5.0,1785.2,757.6500000000001,80,Clothing - Determine,Clothing,205.51,357.04,SUP_006
2023-01-04,PROD_0042,4.0,2815.2,1011.9599999999996,43,Toys - Religious,Toys,450.81,703.8,SUP_004
2023-01-04,PROD_0043,10.0,503.40000000000003,89.70000000000005,44,Home Appliances - Example,Home Appliances,41.37,50.34,SUP_009
2023-01-04,PROD_0044,5.0,1798.6000000000001,306.9000000000002,51,Home Appliances - Science,Home Appliances,298.34,359.72,SUP_001
2023-01-04,PROD_0045,3.0,158.16,29.069999999999993,46,Home Appliances - Write,Home Appliances,43.03,52.72,SUP_006
2023-01-04,PROD_0046,0.0,0.0,0.0,37,Electronics - Result,Electronics,261.94,372.68,SUP_008
2023-01-04,PROD_0047,0.0,0.0,0.0,23,Home Appliances - Raise,Home Appliances,274.22,487.75,SUP_010
2023-01-04,PROD_0048,2.0,883.18,399.9599999999999,92,Books - Away,Books,241.61,441.59,SUP_007
2023-01-04,PROD_0049,3.0,291.29999999999995,122.63999999999999,19,Home Appliances - Politics,Home Appliances,56.22,97.1,SUP_006
2023-01-04,PROD_0050,1.0,399.85,188.41000000000003,17,Toys - Prove,Toys,211.44,399.85,SUP_001
2023-01-05,PROD_0001,3.0,242.61,84.81,46,Books - Surface,Books,52.6,80.87,SUP_001
2023-01-05,PROD_0002,0.0,0.0,0.0,3,Electronics - Animal,Electronics,117.13,187.91,SUP_001
2023-01-05,PROD_0003,0.0,0.0,0.0,1,Books - Show,Books,107.43,184.77,SUP_009
2023-01-05,PROD_0004,0.0,0.0,0.0,84,Toys - Machine,Toys,118.02,197.26,SUP_001
2023-01-05,PROD_0005,7.0,3628.4500000000003,1163.8200000000004,0,Home Appliances - Not,Home Appliances,352.09,518.35,SUP_003
2023-01-05,PROD_0006,0.0,0.0,0.0,83,Home Appliances - Capital,Home Appliances,479.03,703.83,SUP_002
2023-01-05,PROD_0007,0.0,0.0,0.0,14,Toys - Win,Toys,57.39,107.78,SUP_010
2023-01-05,PROD_0008,4.0,2893.24,1271.2799999999997,0,Clothing - Human,Clothing,405.49,723.31,SUP_009
2023-01-05,PROD_0009,6.0,4389.72,1468.7400000000002,48,Electronics - Bar,Electronics,486.83,731.62,SUP_009
2023-01-05,PROD_0010,0.0,0.0,0.0,53,Clothing - Old,Clothing,416.41,705.74,SUP_006
2023-01-05,PROD_0011,0.0,0.0,0.0,33,Books - Finally,Books,104.22,130.86,SUP_004
2023-01-05,PROD_0012,5.0,4642.45,2178.6499999999996,0,Clothing - Themselves,Clothing,492.76,928.49,SUP_002
2023-01-05,PROD_0013,0.0,0.0,0.0,56,Toys - Production,Toys,146.21,249.81,SUP_006
2023-01-05,PROD_0014,4.0,1047.0,281.44000000000005,13,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005
2023-01-05,PROD_0015,4.0,1649.6,415.7199999999998,0,Electronics - Value,Electronics,308.47,412.4,SUP_004
2023-01-05,PROD_0016,3.0,1004.67,295.14,52,Home Appliances - Training,Home Appliances,236.51,334.89,SUP_009
2023-01-05,PROD_0017,0.0,0.0,0.0,76,Home Appliances - High,Home Appliances,345.46,647.49,SUP_001
2023-01-05,PROD_0018,8.0,6088.0,2786.56,34,Home Appliances - Participant,Home Appliances,412.68,761.0,SUP_007
2023-01-05,PROD_0019,0.0,0.0,0.0,97,Clothing - Dark,Clothing,42.43,81.91,SUP_010
2023-01-05,PROD_0020,4.0,730.52,273.76,17,Clothing - Sea,Clothing,114.19,182.63,SUP_008
2023-01-05,PROD_0021,4.0,781.32,222.16000000000008,0,Home Appliances - Available,Home Appliances,139.79,195.33,SUP_009
2023-01-05,PROD_0022,3.0,694.11,277.89,21,Books - Answer,Books,138.74,231.37,SUP_010
2023-01-05,PROD_0023,0.0,0.0,0.0,92,Toys - Recently,Toys,187.38,374.36,SUP_003
2023-01-05,PROD_0024,0.0,0.0,0.0,44,Books - Drive,Books,251.82,454.44,SUP_002
2023-01-05,PROD_0025,9.0,5238.9,2381.8500000000004,84,Home Appliances - Spring,Home Appliances,317.45,582.1,SUP_007
2023-01-05,PROD_0026,0.0,0.0,0.0,29,Books - Figure,Books,41.13,61.91,SUP_008
2023-01-05,PROD_0027,9.0,1969.02,770.3100000000001,18,Books - Base,Books,133.19,218.78,SUP_001
2023-01-05,PROD_0028,7.0,3924.4799999999996,1516.1999999999998,71,Electronics - Top,Electronics,344.04,560.64,SUP_005
2023-01-05,PROD_0029,5.0,500.4,177.10000000000002,1,Clothing - Early,Clothing,64.66,100.08,SUP_008
2023-01-05,PROD_0030,1.0,907.33,429.96000000000004,60,Electronics - Trial,Electronics,477.37,907.33,SUP_005
2023-01-05,PROD_0031,0.0,0.0,0.0,19,Books - Blood,Books,383.36,615.73,SUP_002
2023-01-05,PROD_0032,5.0,3392.3,1280.2,45,Clothing - Husband,Clothing,422.42,678.46,SUP_004
2023-01-05,PROD_0033,0.0,0.0,0.0,75,Home Appliances - Fall,Home Appliances,193.22,256.84,SUP_009
2023-01-05,PROD_0034,0.0,0.0,0.0,4,Electronics - Long,Electronics,303.48,482.8,SUP_002
2023-01-05,PROD_0035,5.0,4109.049999999999,1906.1999999999998,0,Clothing - Prove,Clothing,440.57,821.81,SUP_005
2023-01-05,PROD_0036,7.0,511.07000000000005,242.41000000000003,92,Home Appliances - They,Home Appliances,38.38,73.01,SUP_002
2023-01-05,PROD_0037,0.0,0.0,0.0,34,Electronics - His,Electronics,368.63,683.0,SUP_009
2023-01-05,PROD_0038,0.0,0.0,0.0,14,Home Appliances - Commercial,Home Appliances,72.91,115.21,SUP_009
