transaction_id,date,product_id,quantity,total_amount,product_name,category,cost_price,selling_price,supplier_id,supplier_name,lead_time_days,year,month,week,day_of_week,is_weekend,revenue,profit
edcd465e-3638-4821-b6e0-7cc06c52c49f,2023-01-01,PROD_0014,3,785.25,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,52,6,1,785.25,211.08000000000004
b09b2a5c-badc-432a-8159-0f538a0f4efb,2023-01-01,PROD_0016,3,1004.67,Home Appliances - Training,Home Appliances,236.51,334.89,SUP_009,Garcia-James,14,2023,1,52,6,1,1004.67,295.14
66245bfa-4fcc-439a-b683-d2e6337ea2df,2023-01-01,PROD_0026,2,123.82,Books - Figure,Books,41.13,61.91,SUP_008,"Henderson, Ramirez and Lewis",5,2023,1,52,6,1,123.82,41.55999999999999
5f987c71-a65e-488e-abf3-ad39fec21bbe,2023-01-01,PROD_0043,3,151.02,Home Appliances - Example,Home Appliances,41.37,50.34,SUP_009,Garcia-James,14,2023,1,52,6,1,151.02,26.910000000000025
7394988f-847f-49b4-a64d-1bcb702753a1,2023-01-01,PROD_0030,3,2721.99,Electronics - Trial,Electronics,477.37,907.33,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,52,6,1,2721.9900000000002,1289.88
1064005c-3985-43cf-bf76-be1d1efa2197,2023-01-01,PROD_0049,1,97.1,Home Appliances - Politics,Home Appliances,56.22,97.1,SUP_006,"Gardner, Robinson and Lawrence",6,2023,1,52,6,1,97.1,40.879999999999995
8dcdcd03-969b-4662-8562-8059568cc69b,2023-01-01,PROD_0001,4,323.48,Books - Surface,Books,52.6,80.87,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,52,6,1,323.48,113.08000000000001
01d74256-3860-4ab6-96a4-02f23ae8cc93,2023-01-01,PROD_0040,5,4196.35,Home Appliances - Hear,Home Appliances,465.17,839.27,SUP_004,Davis and Sons,14,2023,1,52,6,1,4196.35,1870.5000000000005
0f1259e0-a18f-46b6-b535-106e122c9a56,2023-01-01,PROD_0007,1,107.78,Toys - Win,Toys,57.39,107.78,SUP_010,Abbott-Munoz,4,2023,1,52,6,1,107.78,50.39
81f76d1c-2dbc-4134-830f-f46e8026695f,2023-01-01,PROD_0004,1,197.26,Toys - Machine,Toys,118.02,197.26,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,52,6,1,197.26,79.24
f8cda88b-436d-46e2-b83c-fe0be037e5ed,2023-01-01,PROD_0004,3,591.78,Toys - Machine,Toys,118.02,197.26,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,52,6,1,591.78,237.71999999999997
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,2023-01-01,PROD_0044,2,719.44,Home Appliances - Science,Home Appliances,298.34,359.72,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,52,6,1,719.44,122.7600000000001
287d06ca-6f4c-469a-8b22-d3081c8eaee9,2023-01-01,PROD_0004,5,986.3,Toys - Machine,Toys,118.02,197.26,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,52,6,1,986.3,396.19999999999993
451b4cf3-6123-4df7-b656-af7229d4beef,2023-01-01,PROD_0004,4,789.04,Toys - Machine,Toys,118.02,197.26,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,52,6,1,789.04,316.96
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2023-01-01,PROD_0047,3,1463.25,Home Appliances - Raise,Home Appliances,274.22,487.75,SUP_010,Abbott-Munoz,4,2023,1,52,6,1,1463.25,640.5899999999999
5304317f-af42-412f-b838-b3268e944239,2023-01-01,PROD_0007,2,215.56,Toys - Win,Toys,57.39,107.78,SUP_010,Abbott-Munoz,4,2023,1,52,6,1,215.56,100.78
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2023-01-01,PROD_0013,2,499.62,Toys - Production,Toys,146.21,249.81,SUP_006,"Gardner, Robinson and Lawrence",6,2023,1,52,6,1,499.62,207.2
b8db0672-f42d-47cc-80d4-af5974273ca3,2023-01-01,PROD_0048,5,2207.95,Books - Away,Books,241.61,441.59,SUP_007,Blake and Sons,6,2023,1,52,6,1,2207.95,999.8999999999996
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2023-01-01,PROD_0009,4,2926.48,Electronics - Bar,Electronics,486.83,731.62,SUP_009,Garcia-James,14,2023,1,52,6,1,2926.48,979.1600000000001
9132b63e-f162-47e4-a9c3-49e03602f8ac,2023-01-01,PROD_0012,3,2785.47,Clothing - Themselves,Clothing,492.76,928.49,SUP_002,Doyle Ltd,4,2023,1,52,6,1,2785.4700000000003,1307.1900000000003
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2023-01-01,PROD_0030,2,1814.66,Electronics - Trial,Electronics,477.37,907.33,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,52,6,1,1814.66,859.9200000000001
e27a984d-6548-41d0-bfcd-9eb1a7cad415,2023-01-01,PROD_0005,4,2073.4,Home Appliances - Not,Home Appliances,352.09,518.35,SUP_003,"Mcclain, Miller and Henderson",3,2023,1,52,6,1,2073.4,665.0400000000002
24933b83-7577-40a9-a491-f0b2ea1fca65,2023-01-01,PROD_0036,1,73.01,Home Appliances - They,Home Appliances,38.38,73.01,SUP_002,Doyle Ltd,4,2023,1,52,6,1,73.01,34.63
beb79919-3f22-4af8-a3be-d01d43cf2fde,2023-01-01,PROD_0004,5,986.3,Toys - Machine,Toys,118.02,197.26,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,52,6,1,986.3,396.19999999999993
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,2023-01-01,PROD_0001,1,80.87,Books - Surface,Books,52.6,80.87,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,52,6,1,80.87,28.270000000000003
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2023-01-01,PROD_0035,4,3287.24,Clothing - Prove,Clothing,440.57,821.81,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,52,6,1,3287.24,1524.9599999999998
ff50bde4-3825-47b8-9cab-cc97663f1c97,2023-01-01,PROD_0011,4,523.44,Books - Finally,Books,104.22,130.86,SUP_004,Davis and Sons,14,2023,1,52,6,1,523.44,106.56000000000006
956269f0-e5d7-4875-adad-d6c795a76d79,2023-01-01,PROD_0049,2,194.2,Home Appliances - Politics,Home Appliances,56.22,97.1,SUP_006,"Gardner, Robinson and Lawrence",6,2023,1,52,6,1,194.2,81.75999999999999
5715bd6f-a416-4293-84c2-e2e3444ea7c8,2023-01-01,PROD_0019,2,163.82,Clothing - Dark,Clothing,42.43,81.91,SUP_010,Abbott-Munoz,4,2023,1,52,6,1,163.82,78.96
c0398710-8976-4334-a281-7efdae849217,2023-01-01,PROD_0010,2,1411.48,Clothing - Old,Clothing,416.41,705.74,SUP_006,"Gardner, Robinson and Lawrence",6,2023,1,52,6,1,1411.48,578.66
f143262f-dc5c-4eed-8da0-365bf89897b9,2023-01-01,PROD_0028,5,2803.2,Electronics - Top,Electronics,344.04,560.64,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,52,6,1,2803.2,1082.9999999999998
405cacec-8774-49a9-b7d2-1e02ff01cf99,2023-01-01,PROD_0030,3,2721.99,Electronics - Trial,Electronics,477.37,907.33,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,52,6,1,2721.9900000000002,1289.88
1d53434b-b881-49b9-ae27-0da702f06b90,2023-01-01,PROD_0043,4,201.36,Home Appliances - Example,Home Appliances,41.37,50.34,SUP_009,Garcia-James,14,2023,1,52,6,1,201.36,35.880000000000024
98ae4334-6c12-4ce8-ae34-0454cac5b68c,2023-01-01,PROD_0025,1,582.1,Home Appliances - Spring,Home Appliances,317.45,582.1,SUP_007,Blake and Sons,6,2023,1,52,6,1,582.1,264.65000000000003
28f49481-a0a0-4dc4-a720-9bdf1c11f735,2023-01-01,PROD_0004,2,394.52,Toys - Machine,Toys,118.02,197.26,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,52,6,1,394.52,158.48
dc713d96-0c0f-4195-817a-f08a1745d6d8,2023-01-01,PROD_0014,4,1047.0,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,52,6,1,1047.0,281.44000000000005
7e570ddf-8270-40a8-a369-b584ff5e9ff0,2023-01-01,PROD_0032,4,2713.84,Clothing - Husband,Clothing,422.42,678.46,SUP_004,Davis and Sons,14,2023,1,52,6,1,2713.84,1024.16
988c24c9-61b1-4d22-a280-1c4510435a10,2023-01-01,PROD_0025,3,1746.3,Home Appliances - Spring,Home Appliances,317.45,582.1,SUP_007,Blake and Sons,6,2023,1,52,6,1,1746.3000000000002,793.9500000000003
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,2023-01-02,PROD_0001,3,242.61,Books - Surface,Books,52.6,80.87,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,1,0,0,242.61,84.81
7c967f79-b7e9-4aca-a970-65e18e46d534,2023-01-02,PROD_0008,1,723.31,Clothing - Human,Clothing,405.49,723.31,SUP_009,Garcia-James,14,2023,1,1,0,0,723.31,317.81999999999994
2a25a888-0f02-4ad0-a706-7ef466aa9385,2023-01-02,PROD_0050,2,799.7,Toys - Prove,Toys,211.44,399.85,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,1,0,0,799.7,376.82000000000005
63f2ae24-fc3d-4348-808d-4127610461e3,2023-01-02,PROD_0041,3,1071.12,Clothing - Determine,Clothing,205.51,357.04,SUP_006,"Gardner, Robinson and Lawrence",6,2023,1,1,0,0,1071.1200000000001,454.59000000000015
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,2023-01-02,PROD_0011,4,523.44,Books - Finally,Books,104.22,130.86,SUP_004,Davis and Sons,14,2023,1,1,0,0,523.44,106.56000000000006
b253d218-6c4a-47ea-8906-17f2747b6dba,2023-01-02,PROD_0036,4,292.04,Home Appliances - They,Home Appliances,38.38,73.01,SUP_002,Doyle Ltd,4,2023,1,1,0,0,292.04,138.52
c88a618e-fed4-457d-bb02-6576f512c4c3,2023-01-02,PROD_0036,1,73.01,Home Appliances - They,Home Appliances,38.38,73.01,SUP_002,Doyle Ltd,4,2023,1,1,0,0,73.01,34.63
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,2023-01-02,PROD_0045,2,105.44,Home Appliances - Write,Home Appliances,43.03,52.72,SUP_006,"Gardner, Robinson and Lawrence",6,2023,1,1,0,0,105.44,19.379999999999995
118a9d29-2f92-4996-99f1-95d014822f53,2023-01-02,PROD_0024,1,454.44,Books - Drive,Books,251.82,454.44,SUP_002,Doyle Ltd,4,2023,1,1,0,0,454.44,202.62
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,2023-01-02,PROD_0024,5,2272.2,Books - Drive,Books,251.82,454.44,SUP_002,Doyle Ltd,4,2023,1,1,0,0,2272.2,1013.0999999999999
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,2023-01-02,PROD_0036,2,146.02,Home Appliances - They,Home Appliances,38.38,73.01,SUP_002,Doyle Ltd,4,2023,1,1,0,0,146.02,69.26
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,2023-01-02,PROD_0028,2,1121.28,Electronics - Top,Electronics,344.04,560.64,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,1,0,0,1121.28,433.19999999999993
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,2023-01-02,PROD_0003,3,554.31,Books - Show,Books,107.43,184.77,SUP_009,Garcia-James,14,2023,1,1,0,0,554.3100000000001,232.02000000000004
dca02eec-acda-4acc-9165-e21098543881,2023-01-02,PROD_0023,2,748.72,Toys - Recently,Toys,187.38,374.36,SUP_003,"Mcclain, Miller and Henderson",3,2023,1,1,0,0,748.72,373.96000000000004
f10c718b-1eb0-438a-a75d-d5af3c365296,2023-01-02,PROD_0044,2,719.44,Home Appliances - Science,Home Appliances,298.34,359.72,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,1,0,0,719.44,122.7600000000001
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,2023-01-02,PROD_0018,1,761.0,Home Appliances - Participant,Home Appliances,412.68,761.0,SUP_007,Blake and Sons,6,2023,1,1,0,0,761.0,348.32
bc594585-9445-48c0-8ef8-c2d6f7fd5646,2023-01-02,PROD_0035,1,821.81,Clothing - Prove,Clothing,440.57,821.81,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,1,0,0,821.81,381.23999999999995
c0e9ab30-ed26-42e9-97e0-11b7f8102383,2023-01-02,PROD_0006,4,2815.32,Home Appliances - Capital,Home Appliances,479.03,703.83,SUP_002,Doyle Ltd,4,2023,1,1,0,0,2815.32,899.2000000000003
839fbc50-1223-4513-9496-f63cdc1110c1,2023-01-02,PROD_0017,2,1294.98,Home Appliances - High,Home Appliances,345.46,647.49,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,1,0,0,1294.98,604.0600000000001
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,2023-01-02,PROD_0033,4,1027.36,Home Appliances - Fall,Home Appliances,193.22,256.84,SUP_009,Garcia-James,14,2023,1,1,0,0,1027.36,254.4799999999999
03c72ba8-d605-4770-8a63-f881ffd0f9d5,2023-01-02,PROD_0017,1,647.49,Home Appliances - High,Home Appliances,345.46,647.49,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,1,0,0,647.49,302.03000000000003
080aadfb-e7c9-4b26-9141-25c63a9bedd4,2023-01-02,PROD_0014,5,1308.75,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,1,0,0,1308.75,351.80000000000007
7c441fe7-ab42-40a7-874a-493b3ceddf2d,2023-01-02,PROD_0023,1,374.36,Toys - Recently,Toys,187.38,374.36,SUP_003,"Mcclain, Miller and Henderson",3,2023,1,1,0,0,374.36,186.98000000000002
b92da22b-21df-406f-8a0b-3c3336d8393a,2023-01-02,PROD_0016,3,1004.67,Home Appliances - Training,Home Appliances,236.51,334.89,SUP_009,Garcia-James,14,2023,1,1,0,0,1004.67,295.14
7914c120-c8dc-419f-be35-11287900f7f9,2023-01-02,PROD_0029,5,500.4,Clothing - Early,Clothing,64.66,100.08,SUP_008,"Henderson, Ramirez and Lewis",5,2023,1,1,0,0,500.4,177.10000000000002
1825bc54-30be-445f-a835-14f2ceb81f9d,2023-01-02,PROD_0046,3,1118.04,Electronics - Result,Electronics,261.94,372.68,SUP_008,"Henderson, Ramirez and Lewis",5,2023,1,1,0,0,1118.04,332.22
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,2023-01-02,PROD_0040,5,4196.35,Home Appliances - Hear,Home Appliances,465.17,839.27,SUP_004,Davis and Sons,14,2023,1,1,0,0,4196.35,1870.5000000000005
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,2023-01-02,PROD_0001,5,404.35,Books - Surface,Books,52.6,80.87,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,1,0,0,404.35,141.35000000000002
93829b43-922f-415a-a1e3-db63ef7ddc76,2023-01-02,PROD_0019,2,163.82,Clothing - Dark,Clothing,42.43,81.91,SUP_010,Abbott-Munoz,4,2023,1,1,0,0,163.82,78.96
0f844fef-1931-49ee-a56c-0941fbf24050,2023-01-02,PROD_0009,3,2194.86,Electronics - Bar,Electronics,486.83,731.62,SUP_009,Garcia-James,14,2023,1,1,0,0,2194.86,734.3700000000001
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,2023-01-02,PROD_0020,1,182.63,Clothing - Sea,Clothing,114.19,182.63,SUP_008,"Henderson, Ramirez and Lewis",5,2023,1,1,0,0,182.63,68.44
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,2023-01-02,PROD_0014,3,785.25,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,1,0,0,785.25,211.08000000000004
766ecb15-474e-4c19-aef9-12766c006f61,2023-01-02,PROD_0019,5,409.55,Clothing - Dark,Clothing,42.43,81.91,SUP_010,Abbott-Munoz,4,2023,1,1,0,0,409.54999999999995,197.39999999999995
db20a56e-dc81-4fe7-8eda-8bbb71710434,2023-01-02,PROD_0014,3,785.25,Home Appliances - Present,Home Appliances,191.39,261.75,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,1,0,0,785.25,211.08000000000004
310c0c00-3fa7-4104-9bf9-0e27dc96925e,2023-01-02,PROD_0048,5,2207.95,Books - Away,Books,241.61,441.59,SUP_007,Blake and Sons,6,2023,1,1,0,0,2207.95,999.8999999999996
ccf3a171-56dc-4907-ba6c-34ab6712303a,2023-01-02,PROD_0008,1,723.31,Clothing - Human,Clothing,405.49,723.31,SUP_009,Garcia-James,14,2023,1,1,0,0,723.31,317.81999999999994
23e2fcb4-72d8-467d-894a-05e430b187ef,2023-01-02,PROD_0010,3,2117.22,Clothing - Old,Clothing,416.41,705.74,SUP_006,"Gardner, Robinson and Lawrence",6,2023,1,1,0,0,2117.2200000000003,867.9900000000002
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,2023-01-03,PROD_0033,1,256.84,Home Appliances - Fall,Home Appliances,193.22,256.84,SUP_009,Garcia-James,14,2023,1,1,1,0,256.84,63.619999999999976
81627cf1-4394-42e6-9a58-7e8aa25d6b29,2023-01-03,PROD_0008,3,2169.93,Clothing - Human,Clothing,405.49,723.31,SUP_009,Garcia-James,14,2023,1,1,1,0,2169.93,953.4599999999998
e87d1c78-e7c4-41c7-8049-7b717d106c60,2023-01-03,PROD_0012,5,4642.45,Clothing - Themselves,Clothing,492.76,928.49,SUP_002,Doyle Ltd,4,2023,1,1,1,0,4642.45,2178.6499999999996
a2607723-17a0-4f49-8d01-280fd89a40c0,2023-01-03,PROD_0017,1,647.49,Home Appliances - High,Home Appliances,345.46,647.49,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,1,1,0,647.49,302.03000000000003
0b49452d-46d4-43f3-9450-281c6c6f7633,2023-01-03,PROD_0007,5,538.9,Toys - Win,Toys,57.39,107.78,SUP_010,Abbott-Munoz,4,2023,1,1,1,0,538.9,251.95
217d65a0-c568-41cd-9563-f61600e85ece,2023-01-03,PROD_0028,3,1681.92,Electronics - Top,Electronics,344.04,560.64,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,1,1,0,1681.92,649.8
295d6fbf-430f-401d-bad4-09e2a319dcb4,2023-01-03,PROD_0047,3,1463.25,Home Appliances - Raise,Home Appliances,274.22,487.75,SUP_010,Abbott-Munoz,4,2023,1,1,1,0,1463.25,640.5899999999999
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,2023-01-03,PROD_0028,5,2803.2,Electronics - Top,Electronics,344.04,560.64,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,1,1,0,2803.2,1082.9999999999998
b0e6a969-e213-42b0-b1ee-dba313432e61,2023-01-03,PROD_0025,5,2910.5,Home Appliances - Spring,Home Appliances,317.45,582.1,SUP_007,Blake and Sons,6,2023,1,1,1,0,2910.5,1323.25
bfddc3d9-9ee3-4c2a-b94d-62046808593f,2023-01-03,PROD_0047,3,1463.25,Home Appliances - Raise,Home Appliances,274.22,487.75,SUP_010,Abbott-Munoz,4,2023,1,1,1,0,1463.25,640.5899999999999
8d7248e2-951f-48d0-9e84-f058d5a804eb,2023-01-03,PROD_0003,4,739.08,Books - Show,Books,107.43,184.77,SUP_009,Garcia-James,14,2023,1,1,1,0,739.08,309.36
0ab54bde-20a0-4502-ae06-809725e97977,2023-01-03,PROD_0001,5,404.35,Books - Surface,Books,52.6,80.87,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,1,1,0,404.35,141.35000000000002
eededb07-e623-4689-9d59-cd2a4eea04e7,2023-01-03,PROD_0035,2,1643.62,Clothing - Prove,Clothing,440.57,821.81,SUP_005,"Guzman, Hoffman and Baldwin",7,2023,1,1,1,0,1643.62,762.4799999999999
0a368ce7-dc57-4131-b8e1-daa7cbceabde,2023-01-03,PROD_0024,4,1817.76,Books - Drive,Books,251.82,454.44,SUP_002,Doyle Ltd,4,2023,1,1,1,0,1817.76,810.48
ae9bec36-35c7-436c-9b99-62c6e61fecc0,2023-01-03,PROD_0005,3,1555.05,Home Appliances - Not,Home Appliances,352.09,518.35,SUP_003,"Mcclain, Miller and Henderson",3,2023,1,1,1,0,1555.0500000000002,498.7800000000002
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,2023-01-03,PROD_0040,3,2517.81,Home Appliances - Hear,Home Appliances,465.17,839.27,SUP_004,Davis and Sons,14,2023,1,1,1,0,2517.81,1122.3
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,2023-01-03,PROD_0043,1,50.34,Home Appliances - Example,Home Appliances,41.37,50.34,SUP_009,Garcia-James,14,2023,1,1,1,0,50.34,8.970000000000006
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,2023-01-03,PROD_0026,5,309.55,Books - Figure,Books,41.13,61.91,SUP_008,"Henderson, Ramirez and Lewis",5,2023,1,1,1,0,309.54999999999995,103.89999999999995
093923de-8bab-4e3b-a628-6bfbe767dcea,2023-01-03,PROD_0013,3,749.43,Toys - Production,Toys,146.21,249.81,SUP_006,"Gardner, Robinson and Lawrence",6,2023,1,1,1,0,749.4300000000001,310.80000000000007
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,2023-01-03,PROD_0023,5,1871.8,Toys - Recently,Toys,187.38,374.36,SUP_003,"Mcclain, Miller and Henderson",3,2023,1,1,1,0,1871.8000000000002,934.9000000000002
afffcfd2-341e-440b-97c7-00aab7b56ea7,2023-01-03,PROD_0022,1,231.37,Books - Answer,Books,138.74,231.37,SUP_010,Abbott-Munoz,4,2023,1,1,1,0,231.37,92.63
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,2023-01-03,PROD_0018,1,761.0,Home Appliances - Participant,Home Appliances,412.68,761.0,SUP_007,Blake and Sons,6,2023,1,1,1,0,761.0,348.32
94340a03-3f07-4814-91d6-3f78e3e9de99,2023-01-03,PROD_0007,3,323.34,Toys - Win,Toys,57.39,107.78,SUP_010,Abbott-Munoz,4,2023,1,1,1,0,323.34000000000003,151.17000000000002
90b2b633-956b-4c0c-a849-9b926b5252e3,2023-01-03,PROD_0027,5,1093.9,Books - Base,Books,133.19,218.78,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,1,1,0,1093.9,427.95000000000005
42c18a62-ef48-48d5-90fd-9d3f85d51695,2023-01-03,PROD_0048,2,883.18,Books - Away,Books,241.61,441.59,SUP_007,Blake and Sons,6,2023,1,1,1,0,883.18,399.9599999999999
506e5a9a-b758-488d-ab73-295b344a54b8,2023-01-03,PROD_0016,2,669.78,Home Appliances - Training,Home Appliances,236.51,334.89,SUP_009,Garcia-James,14,2023,1,1,1,0,669.78,196.76
21813d25-6552-48a6-83ff-50113d1a85dd,2023-01-03,PROD_0012,4,3713.96,Clothing - Themselves,Clothing,492.76,928.49,SUP_002,Doyle Ltd,4,2023,1,1,1,0,3713.96,1742.92
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,2023-01-03,PROD_0002,2,375.82,Electronics - Animal,Electronics,117.13,187.91,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,1,1,0,375.82,141.56
ef8c485b-c07a-40f2-add4-253b50f0fd0a,2023-01-03,PROD_0048,3,1324.77,Books - Away,Books,241.61,441.59,SUP_007,Blake and Sons,6,2023,1,1,1,0,1324.77,599.9399999999999
9f044aed-7552-4327-8262-7f7312922f83,2023-01-03,PROD_0027,2,437.56,Books - Base,Books,133.19,218.78,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,1,1,0,437.56,171.18
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,2023-01-03,PROD_0018,2,1522.0,Home Appliances - Participant,Home Appliances,412.68,761.0,SUP_007,Blake and Sons,6,2023,1,1,1,0,1522.0,696.64
14fcdd54-9e8f-4965-8a2c-827e98326856,2023-01-03,PROD_0050,5,1999.25,Toys - Prove,Toys,211.44,399.85,SUP_001,"Rodriguez, Figueroa and Sanchez",13,2023,1,1,1,0,1999.25,942.05
